ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
206261_at	0.908462	3.48e-01	0.994794	-6.01739	0.3381401	ZNF239	zinc finger protein 239
203990_s_at	0.908462	3.48e-01	-0.994708	-6.01748	-0.2412907	KDM6A	lysine demethylase 6A
217703_x_at	0.908462	3.49e-01	0.994584	-6.0176	0.2910156		
216984_x_at	0.908462	3.49e-01	-0.994485	-6.01769	-0.3122981	IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1	immunoglobulin lambda joining 3///immunoglobulin lambda variable 1-44///cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1
203953_s_at	0.908462	3.49e-01	-0.994265	-6.01791	-0.68315	CLDN3	claudin 3
218525_s_at	0.908462	3.49e-01	-0.994251	-6.01792	-0.2081597	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor
208114_s_at	0.908462	3.49e-01	-0.994217	-6.01796	-0.2112538	ISG20L2	interferon stimulated exonuclease gene 20 like 2
208790_s_at	0.908462	3.49e-01	0.994127	-6.01804	0.3102837	PTRF	polymerase I and transcript release factor
218925_s_at	0.908462	3.49e-01	-0.994107	-6.01806	-0.3961158	C11orf1	chromosome 11 open reading frame 1
211632_at	0.908462	3.49e-01	-0.994059	-6.01811	-0.5970815	IGHM///IGHG1///IGHD	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta
212612_at	0.908462	3.49e-01	0.994043	-6.01812	0.1632676	RCOR1	REST corepressor 1
217849_s_at	0.9085235	3.49e-01	0.99376	-6.0184	0.3155091	CDC42BPB	CDC42 binding protein kinase beta
218143_s_at	0.9085235	3.49e-01	-0.993699	-6.01846	-0.2479389	SCAMP2	secretory carrier membrane protein 2
220862_s_at	0.9085235	3.49e-01	0.993686	-6.01847	0.55211		
208884_s_at	0.9085235	3.49e-01	0.993487	-6.01866	0.1994057	UBR5	ubiquitin protein ligase E3 component n-recognin 5
208460_at	0.9085235	3.49e-01	-0.993484	-6.01867	-0.281231	GJC1	gap junction protein gamma 1
204998_s_at	0.9085235	3.49e-01	-0.993336	-6.01881	-0.2570552	ATF5	activating transcription factor 5
221262_s_at	0.9085235	3.49e-01	0.99328	-6.01887	0.4647557	SLC2A11	solute carrier family 2 member 11
208638_at	0.9085235	3.49e-01	0.993214	-6.01893	0.1611354	PDIA6	protein disulfide isomerase family A member 6
45687_at	0.9085235	3.49e-01	-0.993192	-6.01895	-0.1782952	PRR14	proline rich 14
207649_at	0.9085455	3.49e-01	-0.993084	-6.01906	-0.2498456	KRT37	keratin 37
208063_s_at	0.9085539	3.49e-01	0.992989	-6.01915	0.3028155	CAPN9	calpain 9
219724_s_at	0.9087755	3.49e-01	-0.992599	-6.01953	-0.6286031	TESPA1	thymocyte expressed, positive selection associated 1
205859_at	0.9087755	3.49e-01	-0.99259	-6.01954	-0.3114367	LY86	lymphocyte antigen 86
214468_at	0.9087755	3.49e-01	-0.992536	-6.01959	-0.6900172	MYH6	myosin heavy chain 6
219190_s_at	0.9088199	3.50e-01	0.992266	-6.01985	0.5110575	AGO4	argonaute 4, RISC catalytic component
220279_at	0.9088199	3.50e-01	-0.992148	-6.01996	-0.4296331	TRIM17	tripartite motif containing 17
211575_s_at	0.9088199	3.50e-01	0.99206	-6.02005	0.2227214	UBE3A	ubiquitin protein ligase E3A
201682_at	0.9088199	3.50e-01	0.992027	-6.02008	0.3256484	PMPCB	peptidase, mitochondrial processing beta subunit
215831_at	0.9088199	3.50e-01	-0.991984	-6.02012	-0.9956089		
214638_s_at	0.9088199	3.50e-01	-0.991966	-6.02014	-0.2406995	CCNT2	cyclin T2
74694_s_at	0.9090428	3.50e-01	-0.991691	-6.02041	-0.1723731	RABEP2	rabaptin, RAB GTPase binding effector protein 2
215639_at	0.9090934	3.50e-01	-0.99156	-6.02054	-0.1601522	SH2D3C	SH2 domain containing 3C
214159_at	0.9093293	3.50e-01	0.991273	-6.02081	0.252786	PLCE1	phospholipase C epsilon 1
212527_at	0.909374	3.50e-01	-0.991008	-6.02107	-0.2730801	DESI1	desumoylating isopeptidase 1
220038_at	0.909374	3.50e-01	0.990753	-6.02132	0.8289748	C8orf44-SGK3///SGK3	C8orf44-SGK3 readthrough///serum/glucocorticoid regulated kinase family member 3
218067_s_at	0.909374	3.50e-01	0.990671	-6.0214	0.3245572	ARGLU1	arginine and glutamate rich 1
206730_at	0.909374	3.50e-01	0.990638	-6.02143	0.8934183	GRIA3	glutamate ionotropic receptor AMPA type subunit 3
213078_x_at	0.909374	3.50e-01	0.990509	-6.02155	0.2354032	LPCAT4	lysophosphatidylcholine acyltransferase 4
222117_s_at	0.909374	3.50e-01	-0.990399	-6.02166	-0.4593229	ADCK2	aarF domain containing kinase 2
218452_at	0.909374	3.51e-01	0.990257	-6.0218	0.3619348	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
208456_s_at	0.909374	3.51e-01	0.99025	-6.02181	0.1926617	RRAS2	related RAS viral (r-ras) oncogene homolog 2
201195_s_at	0.909374	3.51e-01	0.989929	-6.02212	0.2586978	SLC7A5	solute carrier family 7 member 5
200789_at	0.909374	3.51e-01	-0.989891	-6.02215	-0.5711705	ECH1	enoyl-CoA hydratase 1
207490_at	0.909374	3.51e-01	-0.989671	-6.02237	-0.4429941	TUBA4B	tubulin alpha 4b
209088_s_at	0.909374	3.51e-01	-0.989658	-6.02238	-0.1796453	UBN1	ubinuclein 1
214233_at	0.909374	3.51e-01	-0.989648	-6.02239	-0.2315912	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
214050_at	0.909374	3.51e-01	-0.989582	-6.02245	-0.3721829	CGGBP1	CGG triplet repeat binding protein 1
206678_at	0.909374	3.51e-01	-0.989574	-6.02246	-0.2406666	GABRA1	gamma-aminobutyric acid type A receptor alpha1 subunit
217136_at	0.909374	3.51e-01	0.989482	-6.02255	0.5214739	PPIAL4C///PPIAL4A///PPIAL4G	peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G
202272_s_at	0.909374	3.51e-01	-0.989444	-6.02259	-0.1825672	FBXO28	F-box protein 28
206135_at	0.909374	3.51e-01	-0.98895	-6.02307	-0.5107661	ST18	ST18, C2H2C-type zinc finger
210487_at	0.909374	3.51e-01	0.988901	-6.02311	0.3263754	DNTT	DNA nucleotidylexotransferase
219553_at	0.909374	3.51e-01	-0.988839	-6.02317	-0.1467777	NME7	NME/NM23 family member 7
208617_s_at	0.909374	3.51e-01	-0.988795	-6.02321	-0.2815956	PTP4A2	protein tyrosine phosphatase type IVA, member 2
202271_at	0.909374	3.51e-01	0.988488	-6.02351	0.1513385	FBXO28	F-box protein 28
220932_at	0.909374	3.51e-01	0.988469	-6.02353	0.526644		
211815_s_at	0.909374	3.51e-01	-0.988464	-6.02354	-0.1881503	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3
216631_s_at	0.909374	3.51e-01	-0.988392	-6.02361	-0.5821462	HLA-DPA2	major histocompatibility complex, class II, DP alpha 2 (pseudogene)
217405_x_at	0.909374	3.51e-01	-0.988328	-6.02367	-0.2460041	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
206939_at	0.909374	3.51e-01	0.988284	-6.02371	0.5473265	DCC	DCC netrin 1 receptor
203543_s_at	0.909374	3.51e-01	-0.98825	-6.02374	-0.2245781	KLF9	Kruppel like factor 9
222224_at	0.909374	3.52e-01	0.988151	-6.02384	0.8106574	NACA2	nascent polypeptide associated complex alpha subunit 2
203203_s_at	0.909374	3.52e-01	0.987882	-6.0241	0.1869886	KRR1	KRR1, small subunit processome component homolog
206301_at	0.909374	3.52e-01	-0.987737	-6.02424	-0.2164789	TEC	tec protein tyrosine kinase
215589_at	0.909374	3.52e-01	-0.987642	-6.02433	-0.2953769		
210052_s_at	0.909374	3.52e-01	0.987616	-6.02436	0.1905276	TPX2	TPX2, microtubule nucleation factor
205382_s_at	0.909374	3.52e-01	0.987553	-6.02442	0.4447381	CFD	complement factor D
211740_at	0.909374	3.52e-01	-0.987492	-6.02448	-0.7922094	ICA1	islet cell autoantigen 1
221184_at	0.909374	3.52e-01	0.987484	-6.02448	0.6850107		
213861_s_at	0.909374	3.52e-01	0.9874	-6.02457	0.1937427	METTL21B	methyltransferase like 21B
212301_at	0.909374	3.52e-01	0.987142	-6.02481	0.154877	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component
210773_s_at	0.909374	3.52e-01	0.987109	-6.02485	0.5681085	FPR2	formyl peptide receptor 2
203512_at	0.909374	3.52e-01	-0.986966	-6.02499	-0.1753768	TRAPPC3	trafficking protein particle complex 3
221236_s_at	0.909374	3.52e-01	-0.986946	-6.025	-0.2845099	STMN4	stathmin 4
222286_at	0.909374	3.52e-01	0.986828	-6.02512	0.219665	SNAPC3	small nuclear RNA activating complex polypeptide 3
208384_s_at	0.909374	3.52e-01	-0.986653	-6.02529	-0.2519996	MID2	midline 2
216754_at	0.909374	3.52e-01	-0.986553	-6.02538	-0.3878275		
214401_at	0.909374	3.52e-01	-0.986413	-6.02552	-0.2911972	PAX1	paired box 1
209175_at	0.909374	3.52e-01	0.986383	-6.02555	0.1848827	SEC23IP	SEC23 interacting protein
220589_s_at	0.909374	3.52e-01	0.986289	-6.02564	0.5366071	LOC100507424///ITFG2	uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2
208066_s_at	0.909374	3.52e-01	-0.986205	-6.02572	-0.1577488	GTF2B	general transcription factor IIB
207846_at	0.909374	3.53e-01	0.985758	-6.02615	1.0511914	POU1F1	POU class 1 homeobox 1
200759_x_at	0.909374	3.53e-01	-0.98572	-6.02619	-0.2151214	NFE2L1	nuclear factor, erythroid 2 like 1
216658_at	0.909374	3.53e-01	-0.985556	-6.02635	-0.4374902		
219290_x_at	0.909374	3.53e-01	-0.98554	-6.02636	-0.2233464	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
44120_at	0.909374	3.53e-01	0.985508	-6.02639	0.1982175	ADCK2	aarF domain containing kinase 2
221223_x_at	0.909374	3.53e-01	0.985448	-6.02645	0.3018188	CISH	cytokine inducible SH2 containing protein
208396_s_at	0.909374	3.53e-01	0.985312	-6.02658	0.4361577	PDE1A	phosphodiesterase 1A
212767_at	0.909374	3.53e-01	-0.985306	-6.02659	-0.2994796	MTG1	mitochondrial ribosome associated GTPase 1
38671_at	0.909374	3.53e-01	-0.98527	-6.02662	-0.1398233	PLXND1	plexin D1
213481_at	0.909374	3.53e-01	-0.985155	-6.02673	-0.2056611	S100A13	S100 calcium binding protein A13
207037_at	0.909374	3.53e-01	0.985007	-6.02688	0.8905956	TNFRSF11A	TNF receptor superfamily member 11a
212654_at	0.909374	3.53e-01	0.984868	-6.02701	0.2856113	TPM2	tropomyosin 2 (beta)
209580_s_at	0.909374	3.53e-01	0.984633	-6.02724	0.2354318	MBD4	methyl-CpG binding domain 4, DNA glycosylase
211703_s_at	0.909374	3.53e-01	0.984402	-6.02746	0.1687282	TM2D1	TM2 domain containing 1
204166_at	0.909374	3.53e-01	-0.984392	-6.02747	-0.9129078	SBNO2	strawberry notch homolog 2
221124_s_at	0.909374	3.53e-01	-0.984267	-6.02759	-0.3867978	VSX1	visual system homeobox 1
210391_at	0.909374	3.53e-01	0.984175	-6.02768	0.2257629	NR6A1	nuclear receptor subfamily 6 group A member 1
218140_x_at	0.909374	3.53e-01	0.984056	-6.02779	0.292441	SRPRB	SRP receptor beta subunit
204878_s_at	0.909374	3.54e-01	-0.983763	-6.02808	-0.285632	TAOK2	TAO kinase 2
222151_s_at	0.909374	3.54e-01	0.98374	-6.0281	0.1552157	CEP63	centrosomal protein 63
222284_at	0.909374	3.54e-01	-0.983656	-6.02818	-0.8762805		
209722_s_at	0.909374	3.54e-01	0.983614	-6.02822	0.8306543	SERPINB9	serpin family B member 9
50376_at	0.909374	3.54e-01	-0.983501	-6.02833	-0.2211686	ZNF444	zinc finger protein 444
209487_at	0.909374	3.54e-01	0.983316	-6.02851	0.1589673	RBPMS	RNA binding protein with multiple splicing
219460_s_at	0.909374	3.54e-01	0.98326	-6.02856	0.4131679	TMEM127	transmembrane protein 127
217284_x_at	0.909374	3.54e-01	0.983191	-6.02863	0.7753463	SERHL2	serine hydrolase-like 2
217377_x_at	0.909374	3.54e-01	0.98308	-6.02874	0.2581461	NTRK3	neurotrophic receptor tyrosine kinase 3
210033_s_at	0.909374	3.54e-01	-0.983059	-6.02876	-0.4999966	SPAG6	sperm associated antigen 6
217363_x_at	0.909374	3.54e-01	-0.982968	-6.02884	-0.4716787		
221120_at	0.909374	3.54e-01	-0.982952	-6.02886	-0.3699094		
206798_x_at	0.909374	3.54e-01	0.982849	-6.02896	0.50586	DLEC1	deleted in lung and esophageal cancer 1
202534_x_at	0.909374	3.54e-01	0.982573	-6.02922	0.2946283	DHFR	dihydrofolate reductase
214678_x_at	0.909374	3.54e-01	0.982472	-6.02932	0.5228665	ZFX	zinc finger protein, X-linked
219016_at	0.909374	3.54e-01	-0.982449	-6.02934	-0.1506595	FASTKD5	FAST kinase domains 5
209854_s_at	0.909374	3.54e-01	-0.98234	-6.02945	-0.3134661	KLK2	kallikrein related peptidase 2
210096_at	0.909374	3.54e-01	0.982333	-6.02946	0.77766	CYP4B1	cytochrome P450 family 4 subfamily B member 1
200815_s_at	0.909374	3.54e-01	-0.982328	-6.02946	-0.1582693	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
207025_at	0.909374	3.54e-01	-0.982297	-6.02949	-0.6140378	GJC2	gap junction protein gamma 2
217194_at	0.909374	3.54e-01	-0.982267	-6.02952	-1.2502052	RASAL2	RAS protein activator like 2
218404_at	0.909374	3.54e-01	-0.982202	-6.02958	-0.6148451	SNX10	sorting nexin 10
43934_at	0.909374	3.54e-01	-0.982164	-6.02962	-0.1948652	GPR137	G protein-coupled receptor 137
206385_s_at	0.909374	3.54e-01	0.982107	-6.02967	0.4181529	ANK3	ankyrin 3, node of Ranvier (ankyrin G)
222301_at	0.909374	3.54e-01	0.982022	-6.02975	0.6714423	C1orf61	chromosome 1 open reading frame 61
216810_at	0.909374	3.54e-01	-0.981865	-6.02991	-0.4486933	KRTAP4-7	keratin associated protein 4-7
210335_at	0.909374	3.54e-01	0.981829	-6.02994	0.6426253	RASSF9	Ras association domain family member 9
202986_at	0.909374	3.54e-01	0.981807	-6.02996	0.3458644	ARNT2	aryl hydrocarbon receptor nuclear translocator 2
206252_s_at	0.909374	3.54e-01	-0.981707	-6.03006	-0.9056287	AVPR1A	arginine vasopressin receptor 1A
218328_at	0.909374	3.54e-01	0.981686	-6.03008	0.3339393	COQ4	coenzyme Q4
203168_at	0.909374	3.55e-01	0.981664	-6.0301	0.367708	ATF6B	activating transcription factor 6 beta
219356_s_at	0.909374	3.55e-01	-0.98154	-6.03022	-0.2434977	CHMP5	charged multivesicular body protein 5
207176_s_at	0.909374	3.55e-01	-0.981473	-6.03028	-0.2063931	CD80	CD80 molecule
205761_s_at	0.909374	3.55e-01	-0.981415	-6.03034	-0.3239276	DUS4L	dihydrouridine synthase 4 like
215699_x_at	0.909374	3.55e-01	0.981339	-6.03041	0.59355	SFI1	SFI1 centrin binding protein
212398_at	0.909374	3.55e-01	0.981314	-6.03044	0.2689115	RDX	radixin
217880_at	0.909374	3.55e-01	0.981237	-6.03051	0.2100251	CDC27	cell division cycle 27
205637_s_at	0.909374	3.55e-01	0.981167	-6.03058	0.5436613	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
222214_at	0.909374	3.55e-01	0.98099	-6.03075	0.6084404		
214594_x_at	0.909374	3.55e-01	-0.980899	-6.03084	-0.2273768	ATP8B1	ATPase phospholipid transporting 8B1
209348_s_at	0.909374	3.55e-01	-0.980821	-6.03091	-0.5143031	MAF	MAF bZIP transcription factor
220627_at	0.909374	3.55e-01	-0.980678	-6.03105	-0.5229172	CST8	cystatin 8
201633_s_at	0.909374	3.55e-01	0.980545	-6.03118	0.2884856	CYB5B	cytochrome b5 type B
217444_at	0.909374	3.55e-01	-0.980538	-6.03118	-0.4251703		
202610_s_at	0.909374	3.55e-01	0.980517	-6.0312	0.204822	MED14	mediator complex subunit 14
220029_at	0.909374	3.55e-01	0.980501	-6.03122	0.3860007	ELOVL2	ELOVL fatty acid elongase 2
57516_at	0.909374	3.55e-01	0.980388	-6.03133	0.3086434	ZNF764	zinc finger protein 764
218655_s_at	0.909374	3.55e-01	-0.980176	-6.03153	-0.1591967	CWC25	CWC25 spliceosome associated protein homolog
211628_x_at	0.909374	3.55e-01	-0.980106	-6.0316	-0.1543148	FTH1P5	ferritin heavy chain 1 pseudogene 5
206300_s_at	0.909374	3.55e-01	0.98004	-6.03166	0.2692128	PTHLH	parathyroid hormone like hormone
210007_s_at	0.909374	3.55e-01	0.979985	-6.03171	0.2676511	GPD2	glycerol-3-phosphate dehydrogenase 2
206609_at	0.909374	3.55e-01	-0.979818	-6.03188	-0.4489099	MAGEC1	MAGE family member C1
208589_at	0.909374	3.55e-01	0.979748	-6.03194	0.2035725	TRPC7	transient receptor potential cation channel subfamily C member 7
204186_s_at	0.909374	3.55e-01	-0.979685	-6.032	-0.3030059	PPID	peptidylprolyl isomerase D
208482_at	0.909374	3.55e-01	0.979619	-6.03207	0.5935232	SSTR1	somatostatin receptor 1
216538_at	0.909374	3.55e-01	0.979616	-6.03207	0.4136493		
219325_s_at	0.909374	3.55e-01	0.979556	-6.03213	0.2812268	ELAC1	elaC ribonuclease Z 1
200847_s_at	0.909374	3.56e-01	0.979411	-6.03227	0.1607571	SARAF	store-operated calcium entry associated regulatory factor
216731_s_at	0.909374	3.56e-01	0.979284	-6.03239	0.3150514		
210176_at	0.909374	3.56e-01	-0.979283	-6.03239	-0.314218	TLR1	toll like receptor 1
213421_x_at	0.909374	3.56e-01	-0.979251	-6.03242	-0.1957307	PRSS3	protease, serine 3
220512_at	0.909374	3.56e-01	0.979243	-6.03243	0.3936312	DLC1	DLC1 Rho GTPase activating protein
206706_at	0.909374	3.56e-01	-0.979239	-6.03243	-0.5013086	NTF3	neurotrophin 3
205283_at	0.909374	3.56e-01	-0.978993	-6.03267	-0.2099548	FKTN	fukutin
203030_s_at	0.909374	3.56e-01	-0.978985	-6.03268	-0.190935	PTPRN2	protein tyrosine phosphatase, receptor type N2
219616_at	0.909374	3.56e-01	-0.978897	-6.03276	-0.1907522	ACSS3	acyl-CoA synthetase short-chain family member 3
209855_s_at	0.909374	3.56e-01	0.978842	-6.03281	0.2440804	KLK2	kallikrein related peptidase 2
207120_at	0.909374	3.56e-01	-0.978599	-6.03305	-0.461645	ZNF667	zinc finger protein 667
210623_at	0.909374	3.56e-01	0.97859	-6.03306	0.5109874	UBXN1	UBX domain protein 1
221312_at	0.909374	3.56e-01	0.978564	-6.03308	0.3840806	GLP2R	glucagon like peptide 2 receptor
206629_at	0.909374	3.56e-01	-0.978498	-6.03314	-0.3046137	ADAMTSL2	ADAMTS like 2
217513_at	0.909374	3.56e-01	-0.978471	-6.03317	-0.8933501	MILR1	mast cell immunoglobulin like receptor 1
205595_at	0.909374	3.56e-01	0.97837	-6.03327	0.4882872	DSG3	desmoglein 3
218931_at	0.909374	3.56e-01	0.978286	-6.03335	0.6623853	RAB17	RAB17, member RAS oncogene family
210130_s_at	0.909374	3.56e-01	-0.978226	-6.0334	-0.3227193	TM7SF2	transmembrane 7 superfamily member 2
207072_at	0.909374	3.56e-01	-0.978151	-6.03348	-0.1941553	IL18RAP	interleukin 18 receptor accessory protein
207560_at	0.909374	3.56e-01	-0.977932	-6.03369	-0.2750242	SLC28A1	solute carrier family 28 member 1
202703_at	0.909374	3.56e-01	-0.977883	-6.03373	-0.1705702	DUSP11	dual specificity phosphatase 11
208009_s_at	0.909374	3.56e-01	0.977798	-6.03382	0.4420675	ARHGEF16	Rho guanine nucleotide exchange factor 16
214899_at	0.909374	3.56e-01	0.97774	-6.03387	0.8831396	ZNF780B	zinc finger protein 780B
205720_at	0.909374	3.56e-01	0.977685	-6.03392	0.6306595	POMC	proopiomelanocortin
214647_s_at	0.909374	3.56e-01	-0.97764	-6.03397	-0.5040553	HFE	hemochromatosis
211157_at	0.909374	3.57e-01	-0.977363	-6.03423	-0.2847582		
220462_at	0.909374	3.57e-01	-0.977208	-6.03438	-0.3677278	CSRNP3	cysteine and serine rich nuclear protein 3
203814_s_at	0.909374	3.57e-01	0.977061	-6.03452	0.2118144	NQO2	NAD(P)H quinone dehydrogenase 2
215128_at	0.909374	3.57e-01	0.977034	-6.03455	0.422668		
215773_x_at	0.909374	3.57e-01	0.97699	-6.03459	0.1602815	PARP2	poly(ADP-ribose) polymerase 2
218215_s_at	0.909374	3.57e-01	-0.976682	-6.03489	-0.2887116	NR1H2	nuclear receptor subfamily 1 group H member 2
201664_at	0.909374	3.57e-01	0.97667	-6.0349	0.1631867	SMC4	structural maintenance of chromosomes 4
207292_s_at	0.909374	3.57e-01	0.976393	-6.03516	0.4112031	MAPK7	mitogen-activated protein kinase 7
221327_s_at	0.909374	3.57e-01	-0.976321	-6.03523	-0.356042	OPN1MW3///OPN1MW2///OPN1LW///OPN1MW	opsin 1 (cone pigments), medium-wave-sensitive 3///opsin 1 (cone pigments), medium-wave-sensitive 2///opsin 1 (cone pigments), long-wave-sensitive///opsin 1 (cone pigments), medium-wave-sensitive
216245_at	0.909374	3.57e-01	0.976164	-6.03538	0.5383283	IL1RN	interleukin 1 receptor antagonist
207191_s_at	0.909374	3.57e-01	0.97609	-6.03545	0.4811937	ISLR	immunoglobulin superfamily containing leucine rich repeat
220061_at	0.909374	3.57e-01	-0.976018	-6.03552	-0.453003	ACSM5	acyl-CoA synthetase medium-chain family member 5
212948_at	0.909374	3.57e-01	-0.97601	-6.03553	-0.1859389	CAMTA2	calmodulin binding transcription activator 2
222358_x_at	0.909374	3.57e-01	-0.975995	-6.03554	-0.5345441		
221118_at	0.909374	3.57e-01	0.975989	-6.03555	0.5986326	PKD2L2	polycystin 2 like 2, transient receptor potential cation channel
212552_at	0.909374	3.57e-01	0.975973	-6.03557	0.1813945	HPCAL1	hippocalcin like 1
202077_at	0.909374	3.57e-01	0.975845	-6.03569	0.1870411	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1
201986_at	0.909374	3.57e-01	-0.975797	-6.03573	-0.2298279	MED13	mediator complex subunit 13
200618_at	0.909374	3.57e-01	-0.975746	-6.03578	-0.1924615	LASP1	LIM and SH3 protein 1
214407_x_at	0.909374	3.57e-01	-0.975656	-6.03587	-0.458081	GYPB	glycophorin B (MNS blood group)
211912_at	0.909374	3.57e-01	-0.975484	-6.03603	-0.6240496	MERTK	MER proto-oncogene, tyrosine kinase
213798_s_at	0.909374	3.57e-01	0.975365	-6.03615	0.2923884	CAP1	adenylate cyclase associated protein 1
211053_at	0.909374	3.57e-01	-0.975338	-6.03617	-0.3423628	KCNG1	potassium voltage-gated channel modifier subfamily G member 1
218999_at	0.909374	3.58e-01	-0.975097	-6.0364	-0.2881545	TMEM140	transmembrane protein 140
216878_x_at	0.909374	3.58e-01	0.975093	-6.03641	0.3869159	HAB1	B1 for mucin
214632_at	0.909374	3.58e-01	0.974945	-6.03655	0.2760897	NRP2	neuropilin 2
214326_x_at	0.909374	3.58e-01	-0.974901	-6.03659	-0.8753329	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
214440_at	0.909374	3.58e-01	0.974897	-6.0366	0.2145367	NAT1	N-acetyltransferase 1
206111_at	0.909374	3.58e-01	-0.974846	-6.03664	-0.3389738	RNASE2	ribonuclease A family member 2
217016_x_at	0.909374	3.58e-01	-0.974661	-6.03682	-0.3528892	TMEM212	transmembrane protein 212
211950_at	0.909374	3.58e-01	-0.974451	-6.03702	-0.2691027	UBR4	ubiquitin protein ligase E3 component n-recognin 4
205337_at	0.909374	3.58e-01	-0.974439	-6.03703	-0.6578641	DCT	dopachrome tautomerase
41657_at	0.909374	3.58e-01	-0.974439	-6.03703	-0.2287089	STK11	serine/threonine kinase 11
215718_s_at	0.909374	3.58e-01	-0.974388	-6.03708	-0.2556343	PHF3	PHD finger protein 3
206479_at	0.909374	3.58e-01	-0.974224	-6.03724	-0.6038056	TRPM1	transient receptor potential cation channel subfamily M member 1
209578_s_at	0.909374	3.58e-01	-0.974125	-6.03733	-0.1927953	POFUT2	protein O-fucosyltransferase 2
